"employee_id","management_satisfaction","work_life_balance_satisfaction","work_environment_satisfaction","compensation_satisfaction"
"E02986","3","5","3","3"
"E02987","3","2","2","4"
"E02988","1","5","1","5"
"E02989","1","4","1","2"
"E02990","2","5","1","2"
"E02991","3","1","3","3"
"E02992","1","5","5","2"
"E02993","1","1","1","1"
"E02994","3","4","1","1"
"E02995","1","3","2","5"
"E02996","4","2","1","3"
"E02997","4","5","1","1"
"E02998","3","1","4","3"
"E02999","3","4","1","4"
"E03000","1","4","4","2"
"E03001","2","3","5","2"
"E03002","5","4","2","2"
"E03003","4","4","1","1"
"E03004","4","3","2","3"
"E03005","3","4","2","1"
"E03006","2","1","2","5"
"E03007","3","5","3","3"
"E03008","1","5","4","4"
"E03009","2","1","2","1"
"E03010","1","5","5","2"
"E03011","4","4","1","2"
"E03012","3","5","2","2"
"E03013","3","5","1","1"
"E03014","5","4","1","1"
"E03015","2","5","5","2"
"E03016","4","4","2","2"
"E03017","5","3","2","2"
"E03018","5","3","5","5"
"E03019","3","5","2","1"
"E03020","2","3","5","2"
"E03021","3","5","2","4"
"E03022","2","3","1","2"
"E03023","5","5","5","1"
"E03024","1","2","1","4"
"E03025","4","1","1","1"
"E03026","5","3","2","1"
"E03027","3","4","5","1"
"E03028","4","1","3","3"
"E03029","5","5","1","4"
"E03030","2","1","1","5"
"E03031","3","4","1","5"
"E03032","5","4","2","3"
"E03033","2","5","2","1"
"E03034","2","3","1","5"
"E03035","2","3","2","4"
"E03036","4","2","2","2"
"E03037","3","4","2","4"
"E03038","2","2","4","1"
"E03039","5","4","5","4"
"E03040","2","2","2","1"
"E03041","3","3","4","4"
"E03042","4","4","4","3"
"E03043","2","3","2","4"
"E03044","5","1","1","5"
"E03045","3","3","3","2"
"E03046","2","4","4","3"
"E03047","4","1","5","4"
"E03048","1","2","4","1"
"E03049","5","5","2","3"
"E03050","2","4","1","5"
"E03051","2","5","3","2"
"E03052","1","5","4","2"
"E03053","3","1","3","4"
"E03054","1","2","5","5"
"E03055","3","3","4","5"
"E03056","2","1","4","2"
"E03057","1","2","3","2"
"E03058","2","3","4","5"
"E03059","1","3","4","2"
"E03060","2","2","1","1"
"E03061","2","3","3","2"
"E03062","2","4","2","1"
"E03063","4","4","2","2"
"E03064","1","2","5","3"
"E03065","4","3","1","3"
"E03066","2","3","3","3"
"E03067","5","2","3","1"
"E03068","3","4","1","1"
"E03069","1","5","1","4"
"E03070","1","1","5","4"
"E03071","3","4","2","2"
"E03072","4","2","3","1"
"E03073","3","1","1","3"
"E03074","5","5","3","3"
"E03075","2","1","2","3"
"E03076","3","4","3","2"
"E03077","3","5","3","1"
"E03078","2","2","1","2"
"E03079","1","1","1","5"
"E03080","5","4","1","5"
"E03081","3","2","2","4"
"E03082","3","5","4","1"
"E03083","1","1","2","3"
"E03084","5","3","1","1"
"E03085","2","4","5","4"
"E03086","2","4","3","3"
"E03087","4","3","3","2"
"E03088","5","2","3","3"
"E03089","5","4","3","5"
"E03090","3","2","5","2"
"E03091","4","5","1","3"
"E03092","2","3","4","2"
"E03093","5","2","3","5"
"E03094","5","5","4","5"
"E03095","1","1","2","1"
"E03096","2","4","2","5"
"E03097","1","3","3","5"
"E03098","4","1","1","5"
"E03099","5","1","5","4"
"E03100","4","1","3","5"
"E03101","1","2","2","1"
"E03102","2","4","2","2"
"E03103","5","3","4","4"
"E03104","2","4","5","2"
"E03105","4","4","3","2"
"E03106","3","4","1","1"
"E03107","2","5","4","4"
"E03108","2","5","5","3"
"E03109","2","5","4","5"
"E03110","5","5","1","2"
"E03111","4","4","2","2"
"E03112","4","4","3","1"
"E03113","5","3","3","1"
"E03114","2","3","1","1"
"E03115","2","3","3","4"
"E03116","3","3","3","5"
"E03117","2","3","4","4"
"E03118","1","5","1","1"
"E03119","2","4","4","1"
"E03120","3","3","3","2"
"E03121","1","2","5","4"
"E03122","3","3","5","4"
"E03123","3","3","4","5"
"E03124","4","4","2","4"
"E03125","5","5","2","5"
"E03126","3","1","1","3"
"E03127","2","4","5","5"
"E03128","4","5","5","1"
"E03129","1","2","4","3"
"E03130","5","1","3","2"
"E03131","4","5","1","2"
"E03132","3","5","4","2"
"E03133","4","4","2","1"
"E03134","2","5","3","2"
"E03135","2","3","1","5"
"E03136","2","5","3","1"
"E03137","5","1","2","4"
"E03138","4","5","4","1"
"E03139","4","2","4","1"
"E03140","3","3","5","4"
"E03141","1","1","4","5"
"E03142","2","1","5","3"
"E03143","1","4","4","4"
"E03144","1","4","1","1"
"E03145","2","3","2","2"
"E03146","2","1","3","4"
"E03147","3","2","2","4"
"E03148","5","5","2","3"
"E03149","2","5","5","1"
"E03150","1","5","5","2"
"E03151","3","4","1","2"
"E03152","4","1","3","3"
"E03153","3","1","4","2"
"E03154","2","2","4","5"
"E03155","2","4","2","4"
"E03156","5","2","1","4"
"E03157","3","1","3","2"
"E03158","2","5","4","2"
"E03159","1","4","2","2"
"E03160","1","4","1","4"
"E03161","3","4","3","2"
"E03162","5","5","2","5"
"E03163","3","4","2","5"
"E03164","5","3","1","4"
"E03165","1","4","1","1"
"E03166","2","5","1","1"
"E03167","4","4","1","1"
"E03168","2","3","3","5"
"E03169","1","3","1","3"
"E03170","1","4","1","1"
"E03171","2","1","1","3"
"E03172","2","1","3","4"
"E03173","1","2","4","5"
"E03174","2","3","2","1"
"E03175","4","1","5","5"
"E03176","4","2","2","4"
"E03177","3","1","3","5"
"E03178","4","4","1","2"
"E03179","1","3","3","1"
"E03180","1","1","4","5"
"E03181","3","4","5","5"
"E03182","5","2","4","5"
"E03183","3","4","1","4"
"E03184","5","2","3","1"
"E03185","5","1","3","1"
"E03186","2","5","1","2"
"E03187","4","4","1","2"
"E03188","5","5","5","5"
"E03189","2","3","4","1"
"E03190","3","5","1","1"
"E03191","3","3","1","5"
"E03192","5","1","4","3"
"E03193","2","1","1","1"
"E03194","1","4","5","5"
"E03195","4","5","5","5"
"E03196","5","3","4","3"
"E03197","1","3","2","2"
"E03198","4","5","5","5"
"E03199","1","1","3","1"
"E03200","2","1","3","2"
"E03201","5","3","2","2"
"E03202","1","4","5","2"
"E03203","1","1","1","5"
"E03204","1","2","2","1"
"E03205","5","3","1","3"
"E03206","2","5","3","4"
"E03207","2","5","2","4"
"E03208","1","3","5","2"
"E03209","2","3","3","4"
"E03210","4","1","5","4"
"E03211","2","3","1","5"
"E03212","1","3","5","3"
"E03213","4","2","2","4"
"E03214","4","5","1","3"
"E03215","3","1","2","4"
"E03216","2","4","1","2"
"E03217","4","1","2","2"
"E03218","3","5","3","3"
"E03219","5","4","2","3"
"E03220","3","3","3","3"
"E03221","5","2","4","3"
"E03222","1","2","5","1"
"E03223","1","5","1","2"
"E03224","5","5","5","4"
"E03225","3","2","3","1"
"E03226","2","4","3","3"
"E03227","3","4","3","4"
"E03228","3","1","2","2"
"E03229","2","3","5","3"
"E03230","3","4","3","5"
"E03231","3","3","4","3"
"E03232","4","5","3","4"
"E03233","5","4","5","2"
"E03234","1","4","3","3"
"E03235","5","4","3","2"
"E03236","3","1","1","1"
"E03237","2","5","3","5"
"E03238","2","2","5","1"
"E03239","1","1","1","5"
"E03240","1","1","1","1"
"E03241","1","4","3","2"
"E03242","2","1","3","2"
"E03243","3","2","4","1"
"E03244","1","1","5","4"
"E03245","1","1","5","1"
"E03246","2","4","2","3"
"E03247","3","5","2","4"
"E03248","1","2","5","2"
"E03249","3","4","3","1"
"E03250","4","1","1","4"
"E03251","1","2","4","3"
"E03252","1","3","3","5"
"E03253","2","1","1","2"
"E03254","4","5","5","4"
"E03255","4","1","3","4"
"E03256","4","5","4","4"
"E03257","5","3","2","1"
"E03258","2","4","1","2"
"E03259","2","4","3","2"
"E03260","1","4","4","1"
"E03261","2","2","3","1"
"E03262","1","5","5","1"
"E03263","1","1","1","3"
"E03264","5","2","5","4"
"E03265","2","2","5","5"
"E03266","2","1","2","2"
"E03267","5","3","5","1"
"E03268","5","4","4","4"
"E03269","2","3","1","5"
"E03270","2","3","2","4"
"E03271","1","4","3","5"
"E03272","3","3","5","4"
"E03273","1","2","3","1"
"E03274","4","1","2","5"
"E03275","4","2","3","5"
"E03276","3","2","4","2"
"E03277","5","5","2","4"
"E03278","4","4","1","3"
"E03279","5","4","1","3"
"E03280","4","2","1","2"
"E03281","1","4","1","2"
"E03282","5","5","2","2"
"E03283","3","1","2","1"
"E03284","1","3","2","1"
"E03285","3","4","5","1"
"E03286","5","2","2","1"
"E03287","4","4","2","2"
"E03288","5","2","2","2"
"E03289","3","3","1","1"
"E03290","2","4","4","1"
"E03291","2","3","1","5"
"E03292","4","2","4","4"
"E03293","3","5","4","5"
"E03294","4","5","4","4"
"E03295","1","1","1","1"
"E03296","5","2","5","1"
"E03297","1","2","3","1"
"E03298","2","2","5","5"
"E03299","5","5","1","2"
"E03300","1","5","4","4"
"E03301","2","5","3","5"
"E03302","1","2","5","1"
"E03303","5","4","2","2"
"E03304","1","5","5","5"
"E03305","5","3","1","4"
"E03306","1","4","3","1"
"E03307","4","4","2","4"
"E03308","1","4","3","1"
"E03309","1","4","3","1"
"E03310","4","1","5","3"
"E03311","2","4","4","4"
"E03312","5","3","1","2"
"E03313","3","1","2","1"
"E03314","2","4","1","2"
"E03315","5","2","5","5"
"E03316","1","1","4","1"
"E03317","2","4","4","1"
"E03318","1","3","5","1"
"E03319","2","5","2","2"
"E03320","2","4","4","3"
"E03321","3","2","4","4"
"E03322","4","3","2","1"
"E03323","2","1","2","4"
"E03324","1","3","2","4"
"E03325","3","4","2","4"
"E03326","2","2","5","2"
"E03327","4","3","5","4"
"E03328","1","3","3","5"
"E03329","3","5","3","2"
"E03330","5","5","3","2"
"E03331","4","4","4","5"
"E03332","5","1","2","3"
"E03333","5","1","5","3"
"E03334","3","2","5","1"
"E03335","3","4","2","3"
"E03336","3","1","3","1"
"E03337","5","3","4","4"
"E03338","1","4","5","1"
"E03339","3","3","1","3"
"E03340","4","2","4","1"
"E03341","3","4","4","2"
"E03342","3","2","3","3"
"E03343","3","5","2","1"
"E03344","5","2","1","3"
"E03345","1","5","3","5"
"E03346","3","4","2","3"
"E03347","5","3","1","5"
"E03348","4","3","5","1"
"E03349","1","3","1","5"
"E03350","5","2","3","3"
"E03351","2","4","1","2"
"E03352","4","4","1","5"
"E03353","4","5","1","3"
"E03354","2","4","5","2"
"E03355","5","3","2","4"
"E03356","5","4","1","5"
"E03357","4","5","4","5"
"E03358","5","4","3","1"
"E03359","2","4","4","4"
"E03360","5","3","2","1"
"E03361","4","4","3","1"
"E03362","5","2","2","3"
"E03363","1","5","3","1"
"E03364","2","5","4","5"
"E03365","2","5","4","1"
"E03366","3","4","5","2"
"E03367","5","2","2","5"
"E03368","2","5","4","3"
"E03369","5","1","3","1"
"E03370","1","3","1","2"
"E03371","4","1","1","2"
"E03372","4","1","1","5"
"E03373","3","2","5","1"
"E03374","3","1","4","2"
"E03375","2","1","2","1"
"E03376","2","2","2","5"
"E03377","2","3","5","4"
"E03378","1","4","3","2"
"E03379","3","5","4","3"
"E03380","3","5","4","1"
"E03381","4","1","3","5"
"E03382","3","4","3","5"
"E03383","3","4","4","3"
"E03384","1","4","4","4"
"E03385","2","5","1","1"
"E03386","1","5","2","4"
"E03387","5","2","1","5"
"E03388","4","5","1","2"
"E03389","4","5","2","4"
"E03390","4","2","5","2"
"E03391","2","5","5","3"
"E03392","2","1","5","5"
"E03393","2","1","5","2"
"E03394","4","2","3","1"
"E03395","4","2","1","5"
"E03396","4","1","3","3"
"E03397","5","4","3","1"
"E03398","5","5","2","5"
"E03399","4","3","5","4"
"E03400","2","3","4","5"
"E03401","2","2","5","1"
"E03402","5","3","1","2"
"E03403","5","4","3","2"
"E03404","4","3","1","5"
"E03405","4","1","3","5"
"E03406","2","2","3","3"
"E03407","3","3","3","4"
"E03408","2","5","4","3"
"E03409","2","2","5","3"
"E03410","4","4","3","2"
"E03411","3","1","2","2"
"E03412","3","3","3","1"
"E03413","4","1","5","3"
"E03414","1","4","5","1"
"E03415","4","3","4","5"
"E03416","5","2","3","1"
"E03417","3","2","2","2"
"E03418","4","5","4","3"
"E03419","2","4","4","2"
"E03420","2","3","3","5"
"E03421","2","1","3","4"
"E03422","4","1","4","3"
"E03423","1","3","4","2"
"E03424","5","4","4","4"
"E03425","2","4","1","5"
"E03426","4","1","4","4"
"E03427","1","3","5","2"
"E03428","3","3","2","2"
"E03429","3","1","2","5"
"E03430","5","3","3","5"
"E03431","4","3","4","4"
"E03432","4","2","2","4"
"E03433","2","2","2","2"
"E03434","1","5","5","5"
"E03435","5","5","5","1"
"E03436","1","4","1","5"
"E03437","5","2","1","3"
"E03438","4","2","2","3"
"E03439","4","2","3","5"
"E03440","5","2","2","4"
"E03441","1","4","3","3"
"E03442","3","1","2","2"
"E03443","3","4","5","2"
"E03444","2","1","4","2"
"E03445","2","5","2","5"
"E03446","1","2","1","3"
"E03447","4","1","3","4"
"E03448","1","4","3","2"
"E03449","5","1","2","4"
"E03450","3","3","3","2"
"E03451","2","5","1","5"
"E03452","1","5","5","2"
"E03453","1","2","4","5"
"E03454","5","2","4","3"
"E03455","4","4","3","3"
"E03456","4","1","2","4"
"E03457","3","3","3","2"
"E03458","2","5","1","3"
"E03459","4","1","2","1"
"E03460","4","3","5","1"
"E03461","4","1","1","4"
"E03462","1","2","5","3"
"E03463","4","5","2","5"
"E03464","5","3","5","1"
"E03465","3","2","1","3"
"E03466","4","4","1","5"
"E03467","2","4","3","2"
"E03468","1","2","2","3"
"E03469","5","3","4","2"
"E03470","3","3","4","1"
"E03471","1","5","5","2"
"E03472","5","2","4","1"
"E03473","1","4","4","4"
"E03474","3","2","1","4"
"E03475","3","1","1","1"
"E03476","4","3","1","5"
"E03477","2","1","4","4"
"E03478","4","4","5","5"
"E03479","1","3","2","5"
"E03480","4","4","3","5"
"E03481","3","4","5","3"
"E03482","3","4","1","3"
"E03483","3","5","5","5"
"E03484","4","4","2","1"
"E03485","5","4","1","4"
"E03486","4","1","2","2"
"E03487","4","1","3","3"
"E03488","4","1","5","3"
"E03489","4","3","3","2"
"E03490","3","5","4","5"
"E03491","2","3","5","2"
"E03492","4","5","4","5"
"E03493","4","5","2","3"
"E03494","2","2","4","5"
"E03495","4","2","2","1"
"E03496","2","2","3","4"
"E03497","3","5","1","4"
"E03498","5","5","3","4"
"E03499","4","3","4","2"
"E03500","5","5","2","5"
"E03501","4","4","4","3"
"E03502","1","4","1","4"
"E03503","1","5","5","2"
"E03504","3","4","5","4"
"E03505","5","5","5","5"
"E03506","5","2","4","1"
"E03507","2","5","5","1"
"E03508","2","2","2","3"
"E03509","4","1","1","1"
"E03510","2","4","3","1"
"E03511","2","1","2","2"
"E03512","5","4","1","2"
"E03513","1","1","3","3"
"E03514","5","5","5","3"
"E03515","2","1","3","2"
"E03516","4","4","4","1"
"E03517","1","3","4","5"
"E03518","2","4","5","1"
"E03519","2","3","5","1"
"E03520","4","5","2","5"
"E03521","4","4","2","3"
"E03522","2","1","4","2"
"E03523","2","5","1","3"
"E03524","5","4","2","3"
"E03525","3","5","1","3"
"E03526","4","3","4","2"
"E03527","4","5","2","3"
"E03528","5","1","1","3"
"E03529","1","2","1","4"
"E03530","1","3","2","1"
"E03531","1","5","5","4"
"E03532","4","2","3","2"
"E03533","3","3","5","5"
"E03534","3","3","3","5"
"E03535","5","1","1","4"
"E03536","1","1","2","4"
"E03537","1","5","4","4"
"E03538","2","2","2","1"
"E03539","5","3","5","2"
"E03540","5","5","3","3"
"E03541","4","2","2","4"
"E03542","4","5","3","1"
"E03543","5","3","5","5"
"E03544","3","5","5","5"
"E03545","5","1","2","5"
"E03546","3","1","4","4"
"E03547","4","4","4","5"
"E03548","5","2","3","5"
"E03549","3","3","2","5"
"E03550","2","2","1","3"
"E03551","2","2","5","5"
"E03552","5","3","3","1"
"E03553","1","4","5","4"
"E03554","5","1","3","3"
"E03555","4","1","2","3"
"E03556","4","2","3","4"
"E03557","2","5","3","5"
"E03558","3","2","1","5"
"E03559","2","1","3","2"
"E03560","3","2","4","5"
"E03561","5","5","3","1"
"E03562","1","4","3","5"
"E03563","4","3","2","4"
"E03564","5","1","3","5"
"E03565","2","2","1","4"
"E03566","5","1","2","3"
"E03567","1","3","5","2"
"E03568","3","2","4","3"
"E03569","1","4","4","4"
"E03570","2","2","5","2"
"E03571","1","5","3","3"
"E03572","4","5","1","5"
"E03573","1","1","1","5"
"E03574","5","5","1","2"
"E03575","3","2","1","3"
"E03576","4","5","3","1"
"E03577","4","4","5","1"
"E03578","4","2","5","1"
"E03579","2","1","4","3"
"E03580","4","1","5","3"
"E03581","5","5","1","3"
"E03582","3","5","3","4"
"E03583","1","1","2","1"
"E03584","5","2","2","1"
"E03585","2","3","1","1"
"E03586","5","1","4","4"
"E03587","3","4","2","4"
"E03588","5","2","1","3"
"E03589","4","3","3","1"
"E03590","1","3","2","1"
"E03591","2","2","1","5"
"E03592","2","1","2","5"
"E03593","3","3","3","5"
"E03594","3","4","5","4"
"E03595","3","2","5","3"
"E03596","2","5","3","2"
"E03597","4","1","3","1"
"E03598","1","2","5","5"
"E03599","3","4","3","1"
"E03600","2","3","3","1"
"E03601","4","1","3","1"
"E03602","3","1","5","3"
"E03603","3","2","5","1"
"E03604","1","2","2","3"
"E03605","1","4","5","2"
"E03606","5","5","2","2"
"E03607","3","2","5","4"
"E03608","5","2","4","1"
"E03609","2","2","2","5"
"E03610","1","4","3","4"
"E03611","4","3","4","4"
"E03612","3","5","5","2"
"E03613","3","4","5","5"
"E03614","5","2","4","1"
"E03615","1","3","1","1"
"E03616","5","2","3","2"
"E03617","3","4","2","3"
"E03618","1","1","4","2"
"E03619","3","2","2","5"
"E03620","1","3","5","3"
"E03621","3","5","1","5"
"E03622","4","1","1","1"
"E03623","5","2","2","3"
"E03624","1","2","5","5"
"E03625","5","3","1","1"
"E03626","1","1","3","5"
"E03627","1","1","5","3"
"E03628","1","1","4","1"
"E03629","3","2","4","5"
"E03630","2","1","4","4"
"E03631","3","2","3","3"
"E03632","2","2","5","3"
"E03633","3","1","2","3"
"E03634","2","4","2","1"
"E03635","1","5","5","3"
"E03636","1","5","3","5"
"E03637","2","4","5","4"
"E03638","2","1","2","5"
"E03639","5","2","5","5"
"E03640","1","3","4","3"
"E03641","3","4","5","4"
"E03642","5","5","1","4"
"E03643","2","5","5","4"
"E03644","3","2","2","4"
"E03645","4","5","2","2"
"E03646","4","2","2","4"
"E03647","4","2","4","3"
"E03648","3","1","2","4"
"E03649","2","5","1","5"
"E03650","3","1","5","2"
"E03651","5","3","3","5"
"E03652","5","1","2","3"
"E03653","4","2","5","3"
"E03654","2","2","4","4"
"E03655","5","2","5","3"
"E03656","1","5","2","2"
"E03657","1","4","2","5"
"E03658","4","5","2","3"
"E03659","4","1","1","3"
"E03660","4","3","5","2"
"E03661","5","3","3","1"
"E03662","2","3","1","1"
"E03663","4","3","3","2"
"E03664","3","4","2","3"
"E03665","4","3","3","2"
"E03666","5","5","3","2"
"E03667","2","3","1","1"
"E03668","4","2","1","4"
"E03669","1","1","5","3"
"E03670","4","5","3","5"
"E03671","4","4","1","2"
"E03672","2","5","5","1"
"E03673","3","2","3","4"
"E03674","4","3","3","3"
"E03675","4","3","2","2"
"E03676","5","4","1","1"
"E03677","2","1","4","2"
"E03678","5","3","1","5"
"E03679","4","4","2","3"
"E03680","4","3","5","3"
"E03681","1","5","1","3"
"E03682","5","4","3","3"
"E03683","2","4","4","1"
"E03684","4","4","5","5"
"E03685","1","3","1","2"
"E03686","1","4","5","1"
"E03687","3","5","3","4"
"E03688","2","1","4","3"
"E03689","1","1","3","3"
"E03690","2","2","4","2"
"E03691","4","5","5","3"
"E03692","3","5","1","3"
"E03693","2","4","4","2"
"E03694","3","2","3","5"
"E03695","2","5","4","1"
"E03696","2","5","5","5"
"E03697","5","5","5","2"
"E03698","3","3","5","3"
"E03699","2","5","1","3"
"E03700","5","3","5","5"
"E03701","5","5","1","4"
"E03702","3","1","2","1"
"E03703","4","3","4","3"
"E03704","3","3","3","2"
"E03705","2","4","1","5"
"E03706","4","5","1","1"
"E03707","3","2","3","4"
"E03708","3","2","4","3"
"E03709","3","2","5","5"
"E03710","3","2","4","3"
"E03711","4","1","1","5"
"E03712","2","2","5","4"
"E03713","5","4","2","2"
"E03714","3","2","3","2"
"E03715","5","4","4","1"
"E03716","5","3","5","3"
"E03717","5","5","3","3"
"E03718","3","2","4","3"
"E03719","3","4","1","2"
"E03720","3","4","1","1"
"E03721","3","5","1","2"
"E03722","1","3","2","5"
"E03723","2","2","1","3"
"E03724","1","4","1","5"
"E03725","4","2","1","4"
"E03726","1","1","5","5"
"E03727","1","4","3","5"
"E03728","1","3","2","5"
"E03729","2","5","4","2"
"E03730","5","4","2","5"
"E03731","4","1","3","3"
"E03732","4","5","1","1"
"E03733","2","3","1","4"
"E03734","1","2","4","3"
"E03735","5","2","2","1"
"E03736","3","4","2","3"
"E03737","2","5","4","5"
"E03738","5","1","2","4"
"E03739","2","1","2","3"
"E03740","2","3","2","4"
"E03741","3","5","4","2"
"E03742","5","5","4","2"
"E03743","1","2","3","5"
"E03744","5","3","2","5"
"E03745","5","3","3","2"
"E03746","1","3","5","3"
"E03747","3","5","5","1"
"E03748","5","2","2","1"
"E03749","1","3","1","2"
"E03750","2","2","5","1"
"E03751","2","3","1","3"
"E03752","1","5","3","1"
"E03753","2","2","2","1"
"E03754","5","4","3","2"
"E03755","1","3","3","4"
"E03756","5","5","4","4"
"E03757","4","2","2","3"
"E03758","3","1","4","4"
"E03759","3","5","3","5"
"E03760","3","5","1","2"
"E03761","1","1","2","4"
"E03762","4","1","2","1"
"E03763","3","4","5","4"
"E03764","5","4","1","2"
"E03765","3","4","1","1"
"E03766","4","5","3","1"
"E03767","5","5","3","2"
"E03768","5","5","3","3"
"E03769","1","4","5","3"
"E03770","1","2","1","2"
"E03771","2","5","4","2"
"E03772","4","5","1","2"
"E03773","5","5","4","1"
"E03774","4","4","2","1"
"E03775","3","3","4","2"
"E03776","3","4","2","1"
"E03777","2","3","3","5"
"E03778","5","4","1","2"
"E03779","5","2","3","1"
"E03780","2","2","1","3"
"E03781","3","5","4","2"
"E03782","5","4","1","2"
"E03783","4","3","4","2"
"E03784","5","3","1","4"
"E03785","3","2","1","2"
"E03786","5","5","4","3"
"E03787","5","3","3","1"
"E03788","1","4","3","2"
"E03789","5","5","3","5"
"E03790","2","4","3","1"
"E03791","2","4","2","3"
"E03792","4","2","2","4"
"E03793","5","4","5","3"
"E03794","4","1","5","4"
"E03795","3","5","5","1"
"E03796","3","1","5","4"
"E03797","1","4","1","1"
"E03798","1","4","4","3"
"E03799","5","2","3","3"
"E03800","5","2","1","4"
"E03801","4","2","2","5"
"E03802","4","2","3","3"
"E03803","5","3","4","4"
"E03804","5","2","4","5"
"E03805","1","4","2","1"
"E03806","1","4","3","2"
"E03807","1","5","5","2"
"E03808","5","1","3","2"
"E03809","4","3","3","4"
"E03810","2","3","4","3"
"E03811","2","5","2","2"
"E03812","4","5","3","4"
"E03813","4","2","1","3"
"E03814","4","5","1","1"
"E03815","1","3","2","3"
"E03816","3","1","5","3"
"E03817","5","1","3","2"
"E03818","1","3","3","4"
"E03819","2","2","4","5"
"E03820","5","1","3","1"
"E03821","4","1","5","4"
"E03822","2","2","3","2"
"E03823","4","1","3","4"
"E03824","4","4","4","5"
"E03825","4","3","1","1"
"E03826","5","1","1","3"
"E03827","2","1","5","1"
"E03828","2","2","2","5"
"E03829","4","1","2","1"
"E03830","1","2","4","1"
"E03831","3","2","3","2"
"E03832","1","2","4","3"
"E03833","5","5","1","5"
"E03834","3","3","5","5"
"E03835","1","1","2","1"
"E03836","2","4","3","1"
"E03837","1","5","2","4"
"E03838","4","5","1","2"
"E03839","5","1","3","5"
"E03840","1","5","1","5"
"E03841","1","5","2","5"
"E03842","3","3","2","5"
"E03843","4","3","1","1"
"E03844","3","5","3","1"
"E03845","5","2","1","2"
"E03846","5","1","3","3"
"E03847","4","2","4","5"
"E03848","3","2","4","1"
"E03849","4","5","3","2"
"E03850","3","1","1","5"
"E03851","2","2","3","3"
"E03852","4","3","2","5"
"E03853","5","3","1","4"
"E03854","4","1","3","5"
"E03855","2","2","2","4"
"E03856","5","4","5","3"
"E03857","3","4","2","4"
"E03858","2","1","3","3"
"E03859","5","1","1","2"
"E03860","5","4","1","4"
"E03861","2","2","4","5"
"E03862","5","2","3","5"
"E03863","3","5","2","2"
"E03864","3","1","2","1"
"E03865","5","2","3","3"
"E03866","1","4","2","1"
"E03867","2","4","5","1"
"E03868","1","3","4","2"
"E03869","3","2","1","2"
"E03870","5","5","2","4"
"E03871","4","5","5","4"
"E03872","4","1","3","4"
"E03873","1","3","2","4"
"E03874","1","4","3","4"
"E03875","1","4","5","5"
"E03876","3","1","5","2"
"E03877","3","5","1","3"
"E03878","5","5","3","3"
"E03879","3","4","4","3"
"E03880","5","1","1","3"
"E03881","5","2","3","3"
"E03882","1","3","3","5"
"E03883","4","5","5","2"
"E03884","1","5","5","4"
"E03885","3","5","3","4"
"E03886","2","2","5","4"
"E03887","3","2","3","2"
"E03888","4","3","3","2"
"E03889","3","5","1","5"
"E03890","4","4","1","5"
"E03891","2","5","4","4"
"E03892","2","3","1","2"
"E03893","5","3","2","4"
"E03894","3","4","2","5"
"E03895","5","2","5","5"
"E03896","1","4","2","5"
"E03897","1","3","1","1"
"E03898","1","4","4","3"
"E03899","1","5","3","1"
"E03900","1","3","4","5"
"E03901","3","2","1","4"
"E03902","5","2","1","2"
"E03903","4","4","1","3"
"E03904","4","4","5","5"
"E03905","1","4","2","4"
"E03906","2","5","1","5"
"E03907","4","2","3","5"
"E03908","4","3","2","5"
"E03909","3","3","2","1"
"E03910","4","2","5","5"
"E03911","2","4","4","2"
"E03912","5","1","2","1"
"E03913","4","4","2","1"
"E03914","3","2","1","4"
"E03915","1","5","3","3"
"E03916","2","4","1","3"
"E03917","1","3","3","4"
"E03918","4","5","2","3"
"E03919","5","2","3","5"
"E03920","3","1","1","2"
"E03921","2","4","1","5"
"E03922","5","5","4","3"
"E03923","2","5","5","3"
"E03924","3","3","4","2"
"E03925","3","4","2","1"
"E03926","4","1","3","1"
"E03927","2","5","1","2"
"E03928","4","3","1","1"
"E03929","2","4","1","3"
"E03930","2","4","1","1"
"E03931","1","2","2","3"
"E03932","4","3","5","4"
"E03933","2","1","4","5"
"E03934","2","5","4","1"
"E03935","3","2","1","4"
"E03936","1","2","1","1"
"E03937","3","1","3","4"
"E03938","4","1","1","2"
"E03939","4","2","4","4"
"E03940","2","5","3","3"
"E03941","5","2","3","2"
"E03942","3","5","1","2"
"E03943","4","5","3","3"
"E03944","2","3","5","1"
"E03945","2","5","1","2"
"E03946","3","4","5","1"
"E03947","2","2","1","5"
"E03948","1","2","5","4"
"E03949","5","1","1","4"
"E03950","3","1","4","3"
"E03951","3","3","1","5"
"E03952","3","3","4","4"
"E03953","2","4","2","5"
"E03954","2","1","1","3"
"E03955","3","2","1","5"
"E03956","3","4","4","3"
"E03957","1","1","4","2"
"E03958","4","4","3","1"
"E03959","1","5","3","4"
"E03960","3","5","5","1"
"E03961","2","4","3","4"
"E03962","2","1","1","3"
"E03963","3","5","3","1"
"E03964","4","5","3","5"
"E03965","5","4","1","3"
"E03966","5","5","1","2"
"E03967","1","2","5","1"
"E03968","4","5","4","1"
"E03969","5","4","3","2"
"E03970","4","5","2","4"
"E03971","2","5","4","3"
"E03972","2","3","1","2"
"E03973","4","4","3","5"
"E03974","3","4","5","3"
"E03975","5","3","2","2"
"E03976","5","3","4","2"
"E03977","2","2","3","1"
"E03978","1","5","1","1"
"E03979","5","1","4","1"
"E03980","2","1","2","3"
"E03981","2","3","1","4"
